NroCliente,EstadoCuenta,Edad,Genero,NroDependientes,NivelEducativo,EstadoCivil,IngresosAnual,TipoTarjeta,Antiguedad,NroProductosBanco,MesesInactivos_Ult_Año,Reclamos_Ult_año,CupoMax,Transacciones_Ult_año
788920308,1,51,0,2,4,2,2,1,37,3,2,1,2258.0,75
718160358,0,51,0,1,5,2,2,1,39,5,3,2,1438.3,35
719325783,0,65,1,2,1,4,2,1,36,4,2,3,2954.0,28
712885533,1,50,1,4,5,2,5,1,31,6,3,2,11882.0,62
719268333,1,49,0,3,2,2,2,1,36,5,3,4,1438.3,88
721004133,1,38,0,2,5,4,2,1,25,6,2,2,1438.3,73
714103908,1,54,0,3,7,4,2,1,36,4,2,2,2778.0,74
771502383,1,54,0,1,4,2,2,1,42,3,5,4,2474.0,80
713014533,1,54,0,3,1,4,3,1,43,6,3,4,5632.0,64
713980383,0,49,0,3,5,4,1,1,38,1,2,4,11025.0,28
711294258,1,43,0,1,5,4,2,1,38,3,3,3,2642.0,88
719954733,1,43,1,2,5,2,5,1,28,5,6,3,30357.0,68
711561933,1,57,0,1,2,3,2,1,47,6,6,1,2201.0,70
826077033,0,46,0,2,1,2,2,1,42,1,0,4,2002.0,39
711555483,1,43,0,3,4,1,1,1,36,3,3,2,8777.0,83
715194183,0,53,0,2,1,4,2,1,36,3,3,4,2575.0,43
716929233,1,43,0,3,6,4,3,1,24,3,3,4,5182.0,92
709014558,1,49,1,2,2,2,4,1,42,3,3,2,3783.0,82
710636208,1,51,1,3,2,2,6,1,40,3,5,3,34516.0,74
815525508,1,46,0,3,4,1,2,1,41,2,1,4,1515.0,60
718746933,1,56,0,3,4,2,2,1,47,6,3,4,2865.0,66
715686183,1,46,0,4,5,4,3,1,34,6,2,1,2711.0,65
741778458,1,54,0,2,1,4,2,1,47,3,2,3,2341.0,57
801056358,1,51,1,1,4,4,5,1,45,6,1,3,13287.0,75
709486158,1,33,0,3,5,2,2,1,20,5,1,3,1438.3,72
713826183,0,41,1,3,4,1,3,1,33,4,3,4,1639.0,44
803342358,1,55,1,3,5,2,4,1,49,3,1,4,5668.0,56
780292683,0,55,1,1,2,4,6,1,41,3,4,4,24542.0,24
788646858,1,41,0,3,5,2,2,1,29,6,3,1,1959.0,61
711116133,0,50,0,1,2,4,2,1,37,3,2,4,1838.0,47
708584208,0,36,0,2,5,1,2,1,36,5,2,4,3111.0,41
789097833,1,39,0,0,4,4,2,1,27,4,3,3,3927.0,93
709443633,1,38,0,1,2,2,2,1,26,5,1,1,4345.0,62
767280633,1,46,0,2,5,1,2,1,39,5,2,2,3003.0,96
713096583,0,40,0,1,4,4,2,1,36,4,3,2,1438.3,40
721033908,1,58,1,1,2,4,4,1,46,6,3,1,2541.0,82
756025233,0,43,0,4,2,4,2,1,36,5,3,2,2422.0,44
711977508,0,56,0,2,2,4,2,1,43,1,2,4,1440.0,40
772076208,1,58,1,4,3,4,5,1,47,6,3,0,26108.0,70
710666583,0,29,0,1,2,4,2,1,36,3,2,4,2516.0,36
712369308,0,48,0,4,7,3,3,1,35,4,3,2,3646.0,38
794784633,1,61,0,0,2,4,3,1,55,6,1,2,2214.0,77
716437533,1,51,1,2,3,4,5,1,43,5,3,3,11862.0,88
715109508,1,44,0,3,3,2,1,1,36,3,1,4,8729.0,96
795392433,1,35,0,2,2,4,1,1,29,3,1,1,2423.0,69
712721358,0,48,0,3,2,3,2,1,36,5,3,2,4073.0,43
720118908,1,26,1,0,5,2,2,1,36,5,2,4,9916.0,65
799486158,1,39,0,1,5,2,2,1,29,4,2,4,1438.3,65
718980633,1,38,1,2,3,2,5,1,36,3,3,3,6452.0,84
717336408,0,51,0,1,7,4,2,1,45,5,3,1,1952.0,44
709546608,1,37,0,2,2,2,2,1,36,6,5,4,1438.3,64
823624158,1,53,0,2,7,4,1,1,49,3,2,2,4500.0,78
771688983,1,53,0,2,4,4,2,1,41,4,1,2,2252.0,68
708701358,1,39,0,2,2,4,2,1,36,3,2,3,2370.0,79
712048008,1,56,0,4,4,4,3,1,44,3,2,2,2610.0,69
710712783,1,52,0,4,1,2,2,1,41,3,3,3,2294.0,76
716626008,1,51,0,2,5,3,1,1,36,4,3,4,5062.0,102
718284408,1,43,0,3,1,2,2,1,30,5,2,2,2415.0,68
717414933,1,51,0,1,4,4,2,1,45,3,3,3,2918.0,61
713032233,1,53,0,2,5,4,2,1,36,5,1,4,2708.0,83
714234858,1,54,0,3,4,2,2,1,36,5,1,4,3666.0,84
714818058,1,36,0,4,4,2,3,1,30,3,3,1,1438.3,74
708731658,0,53,0,0,4,2,2,1,41,3,3,4,1438.3,42
708706833,0,39,0,3,2,3,1,1,36,4,3,3,2809.0,40
780100533,1,46,1,3,5,2,5,1,31,5,2,4,26303.0,67
711712983,1,56,1,2,5,4,5,1,46,6,2,3,15982.0,80
712549758,1,40,0,4,5,2,1,1,25,6,2,1,25060.0,61
713348433,1,42,0,3,4,4,3,1,29,6,3,2,1545.0,62
820599333,1,43,0,5,5,4,2,1,38,6,2,2,1438.3,85
787261008,1,43,1,1,6,1,4,1,37,4,3,4,4112.0,75
778343958,1,47,0,3,5,2,2,1,27,3,3,0,1451.0,72
788407833,1,49,0,4,5,4,1,1,42,5,3,2,16424.0,79
760807608,1,48,0,4,2,2,2,1,41,5,3,4,2340.0,83
771108933,1,47,0,4,5,2,2,1,34,5,3,4,1926.0,71
715954158,0,48,1,3,6,2,3,1,36,3,2,4,2954.0,29
715499058,0,36,0,2,4,2,3,1,36,4,3,2,1848.0,33
717995958,1,47,0,3,1,2,1,1,38,5,1,4,1634.0,72
718736883,1,49,0,3,2,4,2,1,36,4,1,4,4328.0,61
721045608,1,51,0,3,4,2,2,1,32,6,3,3,2943.0,75
715215108,1,54,0,2,1,2,2,1,46,4,3,3,2611.0,68
795823383,1,43,0,4,5,4,2,1,37,5,1,3,2419.0,63
718338708,1,49,0,1,5,2,3,1,38,5,2,2,5481.0,73
713588958,1,40,0,4,1,4,2,1,25,4,1,1,2129.0,70
710120358,1,40,1,3,1,2,4,1,27,6,2,4,9026.0,37
809582058,1,48,1,2,1,1,3,1,43,5,2,2,1761.0,73
709199358,0,60,1,1,2,2,2,1,36,1,3,4,3316.0,19
821889858,0,50,0,1,7,4,1,1,46,6,4,3,1970.0,44
815324433,1,46,0,4,4,2,2,1,41,6,3,1,1438.3,86
793656633,1,35,0,3,2,2,1,1,29,3,3,1,2278.0,76
713246208,1,65,1,1,1,4,3,1,56,6,2,4,13364.0,54
711493158,1,52,1,3,5,4,4,1,36,5,2,2,2801.0,90
721163133,1,44,1,2,5,4,1,1,36,6,3,1,28292.0,60
826417233,1,35,0,4,3,2,2,1,31,3,3,4,2933.0,71
711619608,1,45,1,3,5,2,5,1,36,6,3,2,21630.0,84
712244733,1,56,0,1,1,2,2,1,45,4,1,2,3132.0,73
709638783,1,50,0,1,4,2,3,1,43,4,3,4,2961.0,92
720296808,0,52,0,3,5,2,1,1,39,3,3,2,4173.0,47
718926258,1,37,0,1,4,4,1,1,28,4,3,2,2458.0,90
714706083,1,44,1,2,3,2,4,1,36,5,3,4,12229.0,75
721473783,1,35,0,3,5,2,2,1,21,3,1,1,2272.0,75
712230408,1,42,1,4,2,2,6,1,37,3,2,4,6953.0,80
716186883,1,48,0,4,3,2,3,1,37,3,6,2,1792.0,78
715204083,1,47,0,4,7,4,2,1,36,3,2,2,2765.0,80
709283358,0,43,0,4,1,2,2,1,29,6,2,3,2895.0,42
817887408,1,39,0,1,2,4,2,1,34,3,1,4,6904.0,84
789481233,0,39,1,2,4,2,3,1,30,5,3,3,2220.0,55
718184883,1,48,0,3,4,2,2,1,34,5,2,2,1495.0,63
821157183,1,42,0,5,1,2,2,1,37,5,2,3,2541.0,88
709837308,1,34,0,3,5,4,1,1,19,6,1,2,7531.0,71
779491908,1,47,0,4,6,1,1,1,29,5,2,1,8644.0,59
718399233,1,43,0,4,3,4,3,1,36,6,3,1,1531.0,77
779447358,1,50,0,2,5,2,2,1,32,3,3,4,2884.0,93
710661333,0,55,0,2,1,4,1,1,36,4,3,2,10241.0,47
789114408,1,50,0,1,6,4,3,1,38,3,1,4,4182.0,82
710570058,0,44,0,1,5,4,2,1,25,3,2,4,3101.0,37
712681608,1,54,0,3,2,4,2,1,36,5,4,2,4542.0,70
709086933,1,40,0,3,3,4,2,1,22,4,2,4,3372.0,72
709179708,1,40,1,2,5,3,4,1,36,3,1,2,3099.0,75
711206958,1,41,0,3,4,3,1,1,31,3,1,2,2416.0,73
823928058,1,52,0,2,2,2,2,1,48,3,2,4,5299.0,79
796330983,1,41,0,4,5,4,2,1,35,3,1,4,2138.0,85
771284658,0,47,0,1,1,2,2,1,35,6,2,4,1850.0,41
779307558,1,53,0,1,3,1,3,1,35,4,3,3,3585.0,81
788846508,1,48,0,4,2,2,3,1,32,6,1,3,2690.0,81
783500283,1,62,1,0,5,1,5,1,56,5,3,2,29100.0,74
802247658,0,59,1,2,2,4,3,1,53,4,5,4,2699.0,43
795573333,1,41,1,3,4,2,5,1,35,6,2,1,8376.0,67
721366308,1,50,1,3,1,4,3,1,39,4,3,1,13509.0,64
720377433,1,38,0,3,5,2,2,1,36,4,2,4,2396.0,74
711243108,1,50,1,1,7,2,5,1,36,5,3,3,18964.0,78
789351783,1,40,0,5,5,2,2,1,30,3,2,2,2114.0,88
719699208,1,39,0,4,2,4,2,1,36,5,3,4,1623.0,65
720774183,1,40,0,1,4,3,2,1,30,6,2,1,2579.0,69
713590158,0,41,1,4,5,4,4,1,34,5,2,4,5045.0,40
715547058,0,35,0,0,5,2,2,1,36,4,3,4,2089.0,51
815596608,1,48,0,5,2,2,3,1,43,4,1,3,2866.0,72
718921683,1,49,1,4,1,2,5,1,38,6,6,3,9738.0,49
720031908,1,55,1,2,7,2,4,1,36,5,1,1,4370.0,74
716716083,1,58,1,3,1,4,5,1,36,6,2,3,3355.0,84
819969933,1,43,0,2,4,4,3,1,38,4,2,2,5070.0,67
714382608,1,35,0,2,5,2,2,1,36,4,2,0,2572.0,85
720092283,1,40,0,3,5,4,2,1,31,4,2,3,2016.0,78
720531633,0,55,0,1,5,1,2,1,36,4,2,2,3552.0,36
718508883,0,43,0,3,1,4,2,1,36,6,3,3,2325.0,47
708794133,1,46,0,4,4,1,2,1,37,3,1,4,2533.0,50
713447583,1,48,0,3,4,4,3,1,36,5,3,2,3871.0,58
716107158,0,32,0,0,5,4,2,1,20,5,1,5,3983.0,46
712713108,1,61,0,0,5,2,1,1,36,6,2,3,2035.0,85
719245083,1,53,0,1,2,4,2,1,39,4,3,4,1773.0,74
708269583,1,42,0,3,2,3,2,1,28,6,2,4,2029.0,86
720234708,0,45,1,2,4,4,6,1,33,6,3,2,15490.0,50
709436883,1,56,0,2,2,4,3,1,48,6,2,2,2941.0,87
714140133,1,42,0,4,5,1,2,1,32,3,1,2,2314.0,74
716136333,0,40,0,4,2,4,2,1,24,5,2,1,4212.0,41
715031433,1,57,1,2,5,2,5,1,36,6,3,3,6248.0,60
810667158,1,40,1,2,4,3,3,1,35,3,1,1,2430.0,75
715253433,1,48,1,4,1,4,5,1,38,5,2,3,5543.0,79
809937933,1,42,0,3,5,2,3,1,37,4,3,2,2470.0,82
708997833,1,49,0,4,7,4,3,1,39,5,3,1,3255.0,62
718296558,0,44,0,4,1,2,3,1,31,4,3,5,1691.0,33
780086658,0,43,1,4,7,1,4,1,28,3,2,4,18229.0,39
708754833,1,48,0,3,2,4,1,1,40,3,4,4,2827.0,72
788638908,1,43,0,2,5,3,2,1,30,4,2,4,2351.0,71
715607958,1,45,0,2,5,2,2,1,36,6,1,3,4202.0,78
708515358,1,40,0,1,4,2,2,1,36,6,3,2,4712.0,82
716357058,1,53,1,3,2,4,5,1,36,4,3,1,2611.0,56
714569958,1,38,0,2,1,4,2,1,28,6,2,1,3206.0,65
716822583,1,39,0,2,4,4,2,1,36,4,2,3,5245.0,74
721109358,1,39,1,3,4,2,4,1,27,6,2,1,2583.0,87
827635083,1,59,0,0,5,1,1,1,55,4,3,3,1438.3,75
715492983,1,40,1,3,6,2,6,1,36,4,2,4,7464.0,62
712234308,1,54,0,3,5,2,1,1,36,6,1,2,4928.0,90
708334158,1,46,0,3,5,3,2,1,34,4,2,4,9863.0,58
812488608,1,44,0,3,3,1,2,1,39,6,1,3,5024.0,73
793345008,1,44,0,3,2,4,2,1,38,4,1,3,1438.3,80
715487733,0,44,0,4,5,2,3,1,36,6,3,3,1452.0,42
788856408,1,50,0,5,2,2,1,1,34,5,5,2,3317.0,75
708154833,0,39,0,2,5,4,2,1,27,1,3,3,1438.3,46
721147383,1,37,0,2,4,4,2,1,22,4,2,4,2448.0,81
803973483,1,49,0,3,1,4,2,1,44,4,2,4,1546.0,83
788941983,0,36,0,3,5,4,3,1,22,1,3,1,2013.0,50
715603233,1,53,0,3,2,2,3,1,42,6,1,2,2293.0,74
709945458,1,52,1,3,2,4,4,1,40,3,1,1,1438.3,82
714614133,0,53,0,3,1,2,2,1,36,3,3,3,2819.0,39
768167358,1,37,1,4,7,4,4,1,31,6,3,0,1702.0,86
737967708,1,52,0,1,1,2,3,1,45,5,1,1,1611.0,86
712920633,1,49,0,2,1,2,3,1,35,4,1,1,1438.3,79
780373233,1,39,0,4,1,4,2,1,29,5,3,0,2863.0,90
721384308,1,39,0,1,2,2,3,1,36,4,1,4,3272.0,86
712242633,1,42,0,2,1,4,2,1,36,6,1,4,2677.0,76
713610933,1,40,0,2,2,2,2,1,26,3,2,1,2708.0,90
714257958,1,41,0,3,7,4,2,1,31,4,2,1,1738.0,68
772172883,1,46,0,2,2,1,3,1,35,6,2,1,6145.0,93
720204558,1,45,0,2,4,2,2,1,36,4,1,3,1640.0,77
779635533,1,38,0,3,5,4,1,1,21,5,1,3,2348.0,71
804658833,1,53,0,3,1,2,2,1,48,5,1,2,1657.0,73
756691608,1,37,0,3,5,2,1,1,30,5,3,3,4554.0,81
806219808,1,52,1,3,3,1,6,1,47,5,6,3,5119.0,88
826266483,1,39,0,2,3,4,1,1,35,6,2,2,10600.0,81
775152708,0,49,1,3,6,1,5,1,39,2,3,4,20769.0,43
787596558,1,50,1,1,2,2,6,1,23,5,2,1,7116.0,85
803205258,1,51,0,3,5,4,1,1,45,4,3,4,2420.0,86
716041908,1,54,0,1,4,4,2,1,43,5,2,4,2082.0,75
708837858,1,44,0,4,7,1,2,1,34,5,2,2,2718.0,68
828227433,1,50,1,2,4,4,4,1,46,6,2,4,5626.0,84
714487458,0,49,0,5,5,3,3,1,40,6,4,2,2920.0,39
711390333,0,59,1,0,6,2,5,1,46,5,4,2,6526.0,45
787974108,0,37,0,1,4,4,3,1,27,4,2,2,1793.0,40
714036258,1,47,0,3,1,4,2,1,36,4,1,4,2798.0,64
788752833,1,52,0,2,4,3,2,1,32,6,3,4,2427.0,69
773108958,1,55,0,2,2,2,3,1,48,4,1,1,3011.0,75
782437008,1,41,0,3,3,2,1,1,35,6,2,4,2255.0,83
710729358,0,40,0,2,4,4,1,1,30,6,3,4,6479.0,42
827423433,1,41,0,4,5,3,2,1,37,5,1,4,7492.0,67
756919683,1,48,0,2,1,2,2,1,41,6,1,3,3632.0,86
779219208,1,38,0,2,4,4,2,1,28,5,1,3,1744.0,86
712342833,1,52,0,2,5,2,1,1,36,5,3,1,5905.0,80
721121283,1,37,0,2,5,4,3,1,24,4,1,4,2573.0,81
790006383,1,45,1,0,1,2,5,1,37,4,3,2,9654.0,67
756989583,1,41,1,4,5,1,3,1,24,4,2,2,1605.0,68
717477783,0,49,0,4,1,4,2,2,37,1,2,2,10195.0,36
716614683,1,49,1,3,3,4,4,3,36,5,3,1,34516.0,73
789942033,0,43,1,4,5,4,4,1,34,5,3,3,10573.0,43
740784258,1,47,0,2,3,4,2,1,40,4,3,3,1789.0,90
711336033,1,26,0,0,1,4,1,1,36,3,3,2,7595.0,72
768141558,1,51,1,3,3,4,3,1,45,4,3,0,3272.0,74
717179508,1,33,0,0,5,4,2,1,26,6,1,3,2382.0,68
716520033,1,52,1,2,6,2,5,1,36,6,4,1,1981.0,61
783625008,1,51,1,2,6,4,6,1,45,4,2,2,22294.0,71
769330908,1,49,0,4,4,2,2,1,43,5,3,4,2574.0,62
789396783,1,30,0,0,4,4,2,1,20,3,3,4,2112.0,78
709310433,1,65,0,0,1,4,2,1,56,3,2,2,5441.0,76
713094483,1,43,0,3,1,2,3,1,32,3,2,4,4391.0,78
770753733,1,42,0,5,3,4,2,1,28,4,3,2,3044.0,85
712659408,1,57,1,1,4,2,3,1,45,3,3,2,2721.0,81
768475383,1,62,0,0,1,4,3,1,56,6,1,2,4467.0,74
779655183,1,48,1,4,3,4,5,1,31,6,1,3,5033.0,82
711278283,1,61,0,1,4,1,2,1,50,5,1,2,8604.0,65
713345508,1,43,0,2,4,4,2,1,36,4,3,2,2325.0,83
711379083,1,60,0,0,7,4,2,1,42,5,3,3,2758.0,74
789144633,1,45,1,1,5,2,5,1,34,3,2,2,9705.0,34
708393633,1,41,0,0,4,2,2,1,31,4,2,4,2685.0,94
708657033,1,60,0,2,3,4,2,1,54,5,3,2,2694.0,71
717949008,0,40,0,4,4,4,3,1,29,5,2,3,1554.0,43
788866983,1,63,0,0,1,4,2,1,48,5,2,1,1438.3,61
751283658,1,42,0,4,1,4,3,1,35,4,3,3,1786.0,73
718243533,1,48,1,3,6,3,4,1,36,3,3,4,2648.0,74
779754408,1,44,1,3,5,4,3,1,33,3,2,2,2477.0,69
794866983,1,51,0,1,7,2,1,1,45,6,2,1,7336.0,67
711832533,1,42,1,3,4,4,5,2,32,3,3,3,34516.0,62
788552658,1,46,0,4,2,2,2,1,30,3,3,1,2479.0,86
715415508,1,42,0,4,5,4,1,1,36,3,3,3,9396.0,71
719962458,1,44,0,2,5,1,2,1,34,3,2,2,2561.0,70
712734933,0,43,0,2,3,2,2,1,36,5,2,3,4020.0,39
717410508,1,43,1,3,1,2,4,2,30,4,3,4,25856.0,70
711796683,1,50,0,2,5,4,2,1,38,5,4,2,7398.0,73
709407933,1,51,1,3,4,4,5,2,38,5,3,4,34516.0,80
810493458,1,52,0,1,2,4,1,1,47,6,1,3,4058.0,72
720494058,1,51,0,2,3,2,2,1,25,4,3,3,3042.0,79
717050883,1,60,0,1,4,4,2,1,36,5,2,2,2688.0,71
713163258,0,38,0,2,1,2,1,1,33,4,3,3,3388.0,52
715659333,1,43,0,4,4,4,3,1,36,3,3,2,4902.0,69
712414908,1,45,0,4,1,2,1,1,37,4,2,1,3241.0,80
720175008,1,48,0,2,7,2,3,1,34,3,1,4,5069.0,66
719876808,1,43,1,3,1,3,5,1,36,5,2,3,13625.0,62
713334483,0,46,1,1,6,4,4,1,32,5,2,3,8766.0,35
708360108,1,50,1,1,3,4,3,1,41,3,1,1,2800.0,90
720676158,1,34,0,4,2,4,1,1,21,6,3,2,9005.0,89
716631708,1,56,1,2,4,2,4,1,36,4,3,1,2713.0,67
713025558,0,53,0,5,7,4,2,1,38,3,2,3,1438.3,47
710506683,1,47,0,4,4,4,3,1,39,3,1,0,1746.0,75
712428333,1,49,1,3,2,4,5,1,41,3,3,4,2930.0,75
718041033,1,47,0,4,5,2,2,1,36,6,1,4,2178.0,76
709169133,1,35,0,1,4,2,1,1,23,3,3,1,1438.3,82
718164858,1,42,0,4,6,2,2,1,34,5,3,2,2021.0,97
809565183,0,52,0,1,5,4,2,1,47,3,3,4,1842.0,43
778377183,1,49,1,3,5,4,6,1,29,5,2,2,18284.0,92
712845258,1,41,1,2,2,2,5,3,33,5,3,2,34516.0,71
716915133,1,42,0,2,1,4,2,1,36,5,3,4,1696.0,70
771403008,1,52,1,2,5,1,4,1,40,4,1,3,7215.0,75
787441383,1,52,0,0,5,2,2,1,37,3,1,2,1793.0,62
711345258,1,52,0,2,4,2,3,1,44,3,3,1,5731.0,85
713685033,0,44,0,2,5,2,2,1,33,3,2,2,2417.0,38
718205283,1,48,0,3,3,4,3,1,37,6,3,1,1438.3,76
708337683,1,51,1,2,2,4,4,1,40,4,2,2,21800.0,62
720941433,0,53,0,3,4,2,2,1,41,3,3,2,1547.0,43
710201058,1,46,0,4,5,2,2,1,38,3,3,2,1485.0,65
785218458,1,44,1,2,5,2,3,1,38,4,1,3,2505.0,77
770740308,1,49,0,4,5,1,3,1,35,3,3,2,2631.0,92
787493808,0,48,0,4,5,1,2,1,36,5,2,2,2700.0,49
708846183,1,48,1,4,3,4,4,1,30,4,2,2,3307.0,68
810586833,1,38,0,3,5,3,1,1,33,6,2,3,29638.0,78
711151383,0,34,0,1,6,4,2,1,26,3,2,5,2066.0,37
712425258,1,46,0,4,1,4,2,1,26,6,1,3,1859.0,72
772063308,1,45,1,2,5,4,4,1,34,5,1,1,13362.0,79
718574808,1,33,0,2,5,4,2,1,17,4,3,4,2431.0,74
717131283,1,43,0,4,4,3,3,1,34,5,1,1,6034.0,67
798996183,1,61,0,0,1,2,2,1,55,4,2,3,2194.0,80
716831508,1,47,0,3,4,4,3,1,34,4,1,3,1963.0,59
715297908,0,41,0,4,3,1,1,1,22,4,2,3,1438.3,52
813234108,1,45,0,3,2,2,2,1,40,4,1,3,2922.0,70
711027183,1,50,1,4,3,4,3,1,45,4,3,1,6943.0,80
718812708,0,57,1,2,5,4,6,1,44,5,3,4,34516.0,48
709505808,0,45,0,3,3,4,1,1,33,5,3,4,4345.0,31
711267633,0,50,0,3,5,3,2,1,40,5,4,4,4248.0,36
719613783,1,51,0,1,7,2,2,1,42,3,2,2,1438.3,64
719035758,1,53,0,3,2,3,2,1,43,5,1,2,2383.0,78
708473133,1,55,0,1,5,2,2,1,45,4,2,3,1677.0,68
712996833,1,40,0,1,4,2,1,1,33,4,2,2,2392.0,86
720963258,0,52,0,3,3,2,2,1,40,3,2,3,3474.0,37
819606258,1,48,1,4,1,2,4,1,43,5,3,3,8737.0,55
714634983,0,44,0,1,1,4,1,1,36,3,3,3,3517.0,48
806428908,1,60,0,1,5,4,1,1,55,3,3,3,13397.0,75
710903358,1,65,0,0,1,4,2,1,55,5,2,1,6352.0,77
712676208,1,46,0,5,4,4,2,1,36,6,3,3,1787.0,79
709005633,0,62,1,0,4,4,4,1,51,3,2,4,18734.0,52
712102983,1,47,0,2,3,2,2,1,36,6,3,3,1438.3,87
754480233,1,50,1,2,6,3,3,1,43,5,2,4,3525.0,62
719042208,1,43,1,4,7,1,4,1,33,4,3,4,2067.0,65
716251608,1,45,0,4,1,2,2,1,36,6,1,4,2051.0,87
715537383,1,46,1,3,3,4,6,1,30,5,1,2,27378.0,78
709460883,0,38,0,2,7,2,2,1,28,5,2,4,1614.0,46
789325008,1,49,1,3,3,4,2,1,38,5,3,1,7862.0,82
719195733,1,47,1,3,3,2,4,1,36,5,1,3,4284.0,85
787665258,0,47,0,3,1,2,2,1,37,1,2,2,1438.3,36
710226708,1,55,0,2,2,3,2,1,49,5,2,1,1438.3,93
711982383,1,62,1,1,5,4,4,1,49,3,3,2,21805.0,79
716345283,1,55,1,2,2,4,4,1,36,5,1,4,4712.0,66
816850458,0,33,1,2,1,2,4,1,28,6,2,4,1698.0,40
710842308,1,41,0,5,2,4,3,1,26,4,3,4,2264.0,83
713132133,1,54,0,1,1,2,2,1,39,3,2,4,2720.0,81
788874333,1,55,1,3,6,1,6,1,40,3,1,4,15631.0,67
717987258,1,43,0,3,1,4,3,1,36,5,2,4,2594.0,67
793712658,0,52,1,3,5,2,5,1,46,4,2,3,15011.0,36
708324483,1,47,0,4,1,4,2,1,39,3,3,4,1548.0,71
768612258,1,52,0,3,1,4,2,1,46,3,3,3,2700.0,78
719659758,1,45,0,4,4,2,3,1,35,6,1,0,2919.0,72
711313158,1,50,0,4,1,4,1,1,44,5,1,1,10721.0,74
716483358,1,44,1,3,5,4,3,1,29,5,1,4,6125.0,68
719829633,1,42,0,2,1,2,2,1,29,5,3,4,3200.0,79
812465958,1,53,0,3,6,3,1,1,48,5,2,2,12286.0,83
786536808,1,51,1,2,3,2,5,1,45,3,3,1,21543.0,82
807369708,1,52,1,3,3,2,6,1,47,3,2,4,6355.0,74
711397533,1,52,0,2,4,2,2,1,41,4,2,2,5616.0,62
711740508,1,50,0,1,1,2,3,1,40,6,2,2,2661.0,82
715233108,1,38,1,1,3,2,4,1,36,4,1,2,2836.0,83
813807258,1,50,0,2,4,2,3,1,45,6,3,3,1438.3,82
769183908,1,51,0,2,7,4,1,1,45,6,3,1,2109.0,58
718451133,1,48,1,2,5,4,4,1,40,4,5,4,14951.0,68
721115733,1,47,1,3,1,2,4,1,36,5,3,2,1591.0,79
720085233,0,51,0,2,7,3,1,1,40,6,3,4,8930.0,38
717036408,1,36,0,1,2,4,1,1,36,6,3,1,4685.0,81
714427608,1,45,0,5,6,2,1,1,29,5,3,1,2555.0,78
780019908,1,53,0,1,5,4,2,1,43,6,3,2,2172.0,82
827898033,0,54,0,1,2,2,1,1,50,4,0,3,2912.0,54
720302883,1,53,0,3,5,2,2,1,35,4,3,1,3390.0,78
715893633,1,47,0,4,7,4,2,1,36,4,3,2,2193.0,81
720730683,1,51,0,2,5,2,1,1,36,5,3,3,17412.0,84
720638283,1,40,0,4,3,4,2,1,20,4,3,2,2801.0,83
789053883,1,43,1,3,6,4,4,1,31,4,2,1,11186.0,84
719286708,1,50,0,1,5,4,2,1,39,4,5,2,2434.0,76
713952558,0,53,0,3,7,4,1,1,43,3,3,2,1790.0,40
793395933,1,59,0,1,4,4,2,1,53,4,3,3,2716.0,69
813895458,1,49,0,0,1,4,1,1,43,6,3,3,2874.0,89
771733608,0,47,0,1,5,2,3,1,35,3,3,5,1438.3,40
710102208,1,56,1,2,5,4,4,1,36,3,2,2,18776.0,75
719511783,1,48,0,1,1,2,1,1,41,3,2,2,1438.3,78
712849158,0,55,1,0,4,3,5,1,44,4,3,3,19793.0,44
783070833,1,34,0,4,5,4,3,1,28,5,2,3,2472.0,86
713419908,1,58,0,2,4,2,1,1,50,3,2,3,12362.0,72
789345408,1,39,0,2,3,2,3,1,29,5,3,2,1438.3,53
720992883,1,47,0,4,5,2,2,1,37,4,3,3,3189.0,76
803652633,1,47,0,2,2,4,2,1,41,4,2,2,2092.0,70
789248958,1,37,0,2,4,2,3,1,26,3,2,3,2946.0,89
716178483,1,41,0,4,2,1,3,1,29,4,3,2,2430.0,71
715440558,1,50,0,1,5,2,2,1,36,3,1,2,4143.0,74
711535158,0,46,0,1,3,1,1,1,35,5,3,3,2197.0,42
713647083,1,53,0,2,2,4,1,1,36,5,2,3,9314.0,80
718311933,0,53,0,4,7,2,2,1,37,6,2,2,3719.0,43
718404783,0,59,0,0,1,2,1,1,49,5,2,4,6996.0,33
817332483,0,63,1,0,7,4,1,1,47,6,4,3,7306.0,43
710015733,0,41,0,1,7,3,2,1,30,3,3,1,2029.0,37
794965233,0,51,0,1,5,2,2,2,45,6,3,3,13199.0,44
710512833,1,38,0,2,5,2,2,1,29,6,1,1,3304.0,79
710803008,1,40,0,3,7,2,2,1,30,6,3,2,3125.0,68
712987608,1,51,0,2,7,4,2,1,40,3,3,3,1438.3,84
716974383,1,41,1,5,5,4,5,1,28,3,2,0,2491.0,35
720930633,0,58,0,0,4,4,2,1,46,5,4,2,1977.0,37
710136258,0,33,0,2,5,4,2,1,24,6,2,3,1806.0,43
779438208,1,38,0,3,5,4,2,1,22,4,3,3,1938.0,75
721017333,1,42,0,4,6,2,2,1,36,4,2,3,3188.0,83
720952608,1,44,0,2,4,4,2,1,29,6,1,2,2288.0,68
712886733,1,44,0,1,5,1,2,1,32,3,3,3,1780.0,87
810545733,1,47,0,2,3,2,1,1,42,3,3,3,2373.0,63
822132858,0,41,1,4,2,2,5,1,37,1,2,2,23250.0,43
713526258,0,47,1,3,2,4,6,1,36,3,3,4,34516.0,33
